,year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,display_genre
1600,2005,1,We Belong Together,Mariah Carey,https://www.youtube.com/watch?v=0habxsuXW4g,Experimental,Electronic,Electronic
1601,2005,2,Hollaback Girl,Gwen Stefani,https://www.youtube.com/watch?v=Kgjkth6BRRY,Electronic,Experimental,Electronic
1604,2005,5,"1, 2 Step","Ciara,Missy Elliott,",https://www.youtube.com/watch?v=iBHNgV6_znU,Experimental,Electronic,Electronic
1605,2005,6,Gold Digger,"Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=6vwNcNOTVzY,Electronic,Experimental,Electronic
1607,2005,8,Candy Shop,"50 Cent,Olivia,",https://www.youtube.com/watch?v=SRcnnId15BA,Experimental,Electronic,Electronic
1608,2005,9,Don't Cha,"The Pussycat Dolls,Busta Rhymes,",https://www.youtube.com/watch?v=YNSxNsr4wmA,Experimental,Electronic,Electronic
1610,2005,11,Disco Inferno,50 Cent,https://www.youtube.com/watch?v=GNqYWkiBHHw,Experimental,Electronic,Electronic
1613,2005,14,Lose Control,"Missy Elliott,Ciara,Fatman Scoop,",https://www.youtube.com/watch?v=na7lIb09898,Experimental,Electronic,Electronic
1614,2005,15,Shake It Off,Mariah Carey,https://www.youtube.com/watch?v=jZVdDl_asYY,Experimental,Electronic,Electronic
1616,2005,17,Just a Lil Bit,50 Cent,https://www.youtube.com/watch?v=GllEDACUbNo,Electronic,Hip-Hop,Electronic
1617,2005,18,Pon de Replay,Rihanna,https://www.youtube.com/watch?v=oEauWw9ZGrA,Experimental,Electronic,Electronic
1618,2005,19,How We Do,"The Game,50 Cent,",https://www.youtube.com/watch?v=PH34kMOjmQk,Experimental,Electronic,Electronic
1619,2005,20,Beverly Hills,Weezer,https://www.youtube.com/watch?v=HL_WvOly7mY,Experimental,Electronic,Electronic
1620,2005,21,Oh,"Ciara,Ludacris,",https://www.youtube.com/watch?v=Hr4wz4-27PY,Electronic,Hip-Hop,Electronic
1621,2005,22,Lonely No More,Rob Thomas,https://www.youtube.com/watch?v=7spBU4Yv8fE,Experimental,Electronic,Electronic
1622,2005,23,Drop It Like It's Hot,"Snoop Dogg,Pharrell,",https://www.youtube.com/watch?v=GtUVQei3nX4,Experimental,Electronic,Electronic
1625,2005,26,Soldier,"Destiny's Child,T.I.,Lil Wayne,",https://www.youtube.com/watch?v=qFJ3VKnwmJw,Electronic,Hip-Hop,Electronic
1628,2005,29,Let Me Hold You,"Bow Wow,Omarion,",https://www.youtube.com/watch?v=CX2Acz35XWY,Electronic,Experimental,Electronic
1629,2005,30,Like You,"Bow Wow,Ciara,",https://www.youtube.com/watch?v=b-EqP0BLy1Q,Electronic,Experimental,Electronic
1630,2005,31,Rich Girl,"Gwen Stefani,Eve,",https://www.youtube.com/watch?v=9rlNpWYQunY,Electronic,Experimental,Electronic
1632,2005,33,Obsession (No Es Amor),"Frankie J,Baby Bash,",https://www.youtube.com/watch?v=hY73MQOpg-0,Experimental,Electronic,Electronic
1633,2005,34,Caught Up,Usher,https://www.youtube.com/watch?v=cFkZDhwqoHg,Experimental,Electronic,Electronic
1634,2005,35,Listen to Your Heart,"DHT,Edmee,",https://www.youtube.com/watch?v=C4HJ0zfZ-EM,Experimental,Electronic,Electronic
1636,2005,37,Feel Good Inc.,Gorillaz,https://www.youtube.com/watch?v=HyHNuVaZJ-k,Experimental,Electronic,Electronic
1641,2005,42,Run It!,"Chris Brown,Juelz Santana,",https://www.youtube.com/watch?v=w6QGe-pXgdI,Electronic,Experimental,Electronic
1647,2005,48,Over and Over,"Nelly,Tim McGraw,",https://www.youtube.com/watch?v=n3htOCjafTc,Electronic,Experimental,Electronic
1648,2005,49,Some Cut,Trillville,https://www.youtube.com/watch?v=WZd2MEOvdQ4,Electronic,Hip-Hop,Electronic
1649,2005,50,Get It Poppin',"Fat Joe,Nelly,",https://www.youtube.com/watch?v=2x8RloPM1qU,Electronic,Experimental,Electronic
1644,2005,45,Collide,Howie Day,https://www.youtube.com/watch?v=ca9ub9rpNK4,Experimental,Folk,Folk
1612,2005,13,Don't Phunk with My Heart,The Black Eyed Peas,https://www.youtube.com/watch?v=P4Bda6_usuc,Hip-Hop,Experimental,Hip-Hop
1623,2005,24,Hate It or Love It,"The Game,50 Cent,",https://www.youtube.com/watch?v=BuMBmK5uksg,Hip-Hop,Electronic,Hip-Hop
1631,2005,32,My Humps,The Black Eyed Peas,https://www.youtube.com/watch?v=iEe_eraFWWs,Hip-Hop,Electronic,Hip-Hop
1640,2005,41,Grind with Me,Pretty Ricky,https://www.youtube.com/watch?v=AdJtw7vS1E8,Experimental,Hip-Hop,Hip-Hop
1627,2005,28,Switch,Will Smith,https://www.youtube.com/watch?v=uzUozo1628U,Experimental,Jazz,Jazz
1643,2005,44,Lonely,Akon,https://www.youtube.com/watch?v=6EEW-9NDM5k,Experimental,Jazz,Jazz
1603,2005,4,Since U Been Gone,Kelly Clarkson,https://www.youtube.com/watch?v=R7UrFYvl5TE,Experimental,Pop,Pop
1624,2005,25,Lovers & Friends,"Lil Jon,Usher,Ludacris,",https://www.youtube.com/watch?v=mvHNk1IBCv4,Pop,Electronic,Pop
1646,2005,47,Slow Down,Bobby Valentino,https://www.youtube.com/watch?v=Z6NzwMif0fA,Experimental,Pop,Pop
1602,2005,3,Let Me Love You,Mario,https://www.youtube.com/watch?v=H64QG4UsrGI,Experimental,Rock,Rock
1606,2005,7,Boulevard of Broken Dreams,Green Day,https://www.youtube.com/watch?v=Soa3gO7tL-c,Rock,Experimental,Rock
1609,2005,10,Behind These Hazel Eyes,Kelly Clarkson,https://www.youtube.com/watch?v=yipoOY56MbM,Experimental,Rock,Rock
1611,2005,12,You and Me,Lifehouse,https://www.youtube.com/watch?v=ac3HkriqdGQ,Experimental,Rock,Rock
1615,2005,16,Mr. Brightside,The Killers,https://www.youtube.com/watch?v=gGdGFtwCNBE,Rock,Electronic,Rock
1626,2005,27,Breakaway,Kelly Clarkson,https://www.youtube.com/watch?v=c-3vPxKdj6o,Experimental,Rock,Rock
1635,2005,36,Scars,Papa Roach,https://www.youtube.com/watch?v=eHbNU9WuVgw,Experimental,Rock,Rock
1637,2005,38,Let Me Go,3 Doors Down,https://www.youtube.com/watch?v=thc1MtNagC8,Rock,Experimental,Rock
1638,2005,39,Holiday,Green Day,https://www.youtube.com/watch?v=A1OqtIqzScI,Experimental,Rock,Rock
1639,2005,40,"Sugar, We're Goin Down",Fall Out Boy,https://www.youtube.com/watch?v=uhG-vLZrb-g,Rock,Experimental,Rock
1642,2005,43,Photograph,Nickelback,https://www.youtube.com/watch?v=BB0DU4DoPP4,Experimental,Rock,Rock
1652,2006,3,Promiscuous,"Nelly Furtado,Timbaland,",https://www.youtube.com/watch?v=0J3vgcE5i2o,Electronic,Experimental,Electronic
1653,2006,4,You're Beautiful,James Blunt,https://www.youtube.com/watch?v=oofSnsGkops,Experimental,Electronic,Electronic
1657,2006,8,Ridin',"Chamillionaire,Krayzie Bone,",https://www.youtube.com/watch?v=CtwJvgPJ9xw,Electronic,Hip-Hop,Electronic
1658,2006,9,SexyBack,"Justin Timberlake,Timbaland,",https://www.youtube.com/watch?v=3gOHvDP_vCs,Electronic,Experimental,Electronic
1659,2006,10,Check on It,"Beyoncé,Slim Thug,",https://www.youtube.com/watch?v=Q1dUDzBdnmI,Experimental,Electronic,Electronic
1661,2006,12,Grillz,"Nelly,Paul Wall,Ali & Gipp,",https://www.youtube.com/watch?v=8fijggq5R6w,Experimental,Electronic,Electronic
1663,2006,14,Me & U,Cassie,https://www.youtube.com/watch?v=FuXNumBwDOM,Experimental,Electronic,Electronic
1665,2006,16,Run It!,"Chris Brown,Juelz Santana,",https://www.youtube.com/watch?v=w6QGe-pXgdI,Electronic,Experimental,Electronic
1666,2006,17,So Sick,Ne-Yo,https://www.youtube.com/watch?v=IxszlJppRQI,Experimental,Electronic,Electronic
1667,2006,18,It's Goin' Down,"Yung Joc,Nitti,",https://www.youtube.com/watch?v=rFz59Jmgewk,Electronic,Hip-Hop,Electronic
1669,2006,20,I Write Sins Not Tragedies,Panic! at the Disco,https://www.youtube.com/watch?v=vc6vs-l5dkc,Experimental,Electronic,Electronic
1671,2006,22,London Bridge,Fergie,https://www.youtube.com/watch?v=WD33ii01kXI,Experimental,Electronic,Electronic
1673,2006,24,Snap Yo Fingers,"Lil Jon,E-40,Sean Paul,",https://www.youtube.com/watch?v=AoA-ByjIf2M,Electronic,Hip-Hop,Electronic
1674,2006,25,"Lean wit It, Rock wit It",Dem Franchize Boyz,https://www.youtube.com/watch?v=Mfn5y9tCa2g,Electronic,Experimental,Electronic
1675,2006,26,What Hurts the Most,Rascal Flatts,https://www.youtube.com/watch?v=7qH4qyi1-Ys,Experimental,Electronic,Electronic
1677,2006,28,Unfaithful,Rihanna,https://www.youtube.com/watch?v=rp4UwPZfRis,Experimental,Electronic,Electronic
1680,2006,31,Everytime We Touch,Cascada,https://www.youtube.com/watch?v=4G6QDNC4jPs,Electronic,Jazz,Electronic
1681,2006,32,Ain't No Other Man,Christina Aguilera,https://www.youtube.com/watch?v=8x7Ta89QLo4,Experimental,Electronic,Electronic
1683,2006,34,Gold Digger,"Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=Sioq2KzbHOc,Experimental,Electronic,Electronic
1689,2006,40,Stickwitu,Pussycat Dolls,https://www.youtube.com/watch?v=K1uNjmxJQUo,Experimental,Electronic,Electronic
1690,2006,41,I'm 'n Luv (wit a Stripper),"T-Pain,Mike Jones,",https://www.youtube.com/watch?v=QjgZZGo881E,Electronic,Experimental,Electronic
1692,2006,43,Where'd You Go,"Fort Minor,Holly Brook,Jonah Matranga,",https://www.youtube.com/watch?v=zQdglLeGQXM,Experimental,Electronic,Electronic
1693,2006,44,Yo (Excuse Me Miss),Chris Brown,https://www.youtube.com/watch?v=yn_6LC4loY8,Experimental,Electronic,Electronic
1694,2006,45,Walk Away,Kelly Clarkson,https://www.youtube.com/watch?v=TojOVJel8wo,Electronic,Experimental,Electronic
1695,2006,46,Laffy Taffy,D4L,https://www.youtube.com/watch?v=3NXBgSCSrIk,Experimental,Electronic,Electronic
1696,2006,47,What You Know,T.I.,https://www.youtube.com/watch?v=a5FL2TVfvkk,Experimental,Electronic,Electronic
1699,2006,50,Don't Forget About Us,Mariah Carey,https://www.youtube.com/watch?v=8tZkzL4j3BU,Experimental,Electronic,Electronic
1678,2006,29,Chasing Cars,Snow Patrol,https://www.youtube.com/watch?v=GemKqzILV4w,Folk,Experimental,Folk
1651,2006,2,Temperature,Sean Paul,https://www.youtube.com/watch?v=dW2MmuA1nI4,Hip-Hop,Electronic,Hip-Hop
1668,2006,19,SOS,Rihanna,https://www.youtube.com/watch?v=IXmF4GbA86E,Hip-Hop,Jazz,Hip-Hop
1684,2006,35,Money Maker,"Ludacris,Pharrell,",https://www.youtube.com/watch?v=T9Op2YQ7yyU,Hip-Hop,Experimental,Hip-Hop
1685,2006,36,Ms. New Booty,"Bubba Sparxxx,Ying Yang Twins,",https://www.youtube.com/watch?v=znUS2KqPYCw,Hip-Hop,Electronic,Hip-Hop
1691,2006,42,My Humps,The Black Eyed Peas,https://www.youtube.com/watch?v=iEe_eraFWWs,Hip-Hop,Electronic,Hip-Hop
1654,2006,5,Hips Don't Lie,"Shakira,Wyclef Jean,",https://www.youtube.com/watch?v=DUT5rEU6pqM,Experimental,Jazz,Jazz
1656,2006,7,Crazy,Gnarls Barkley,https://www.youtube.com/watch?v=iAY9DDUwoSo,Jazz,Experimental,Jazz
1650,2006,1,Bad Day,Daniel Powter,https://www.youtube.com/watch?v=gH476CxJxfg,Pop,Experimental,Pop
1655,2006,6,Unwritten,Natasha Bedingfield,https://www.youtube.com/watch?v=b7k0a5hYnSI,Experimental,Pop,Pop
1660,2006,11,Be Without You,Mary J. Blige,https://www.youtube.com/watch?v=8XNaPX6MKlU,Experimental,Pop,Pop
1662,2006,13,Over My Head (Cable Car),The Fray,https://www.youtube.com/watch?v=fFRkpvvop3I,Experimental,Pop,Pop
1664,2006,15,Buttons,"Pussycat Dolls,Snoop Dogg,",https://www.youtube.com/watch?v=VCLxJd1d84s,Experimental,Pop,Pop
1676,2006,27,How to Save a Life,The Fray,https://www.youtube.com/watch?v=cjVQ36NhbMk,Experimental,Pop,Pop
1686,2006,37,(When You Gonna) Give It Up to Me,"Sean Paul,Keyshia Cole,",https://www.youtube.com/watch?v=bMoNV9oWs2E,Pop,Hip-Hop,Pop
1688,2006,39,Because of You,Kelly Clarkson,https://www.youtube.com/watch?v=Ra-Om7UMSJc,Experimental,Pop,Pop
1670,2006,21,Move Along,The All-American Rejects,https://www.youtube.com/watch?v=XleOkGsYgO8,Experimental,Rock,Rock
1672,2006,23,Dani California,Red Hot Chili Peppers,https://www.youtube.com/watch?v=Sb5aq5HcS1A,Rock,Experimental,Rock
1679,2006,30,Lips of an Angel,Hinder,https://www.youtube.com/watch?v=RiSfTyrvJlg,Experimental,Rock,Rock
1682,2006,33,"Dance, Dance",Fall Out Boy,https://www.youtube.com/watch?v=C6MOKXm8x50,Experimental,Rock,Rock
1687,2006,38,Photograph,Nickelback,https://www.youtube.com/watch?v=BB0DU4DoPP4,Experimental,Rock,Rock
1697,2006,48,Dirty Little Secret,The All-American Rejects,https://www.youtube.com/watch?v=gPDcwjJ8pLg,Rock,Experimental,Rock
1698,2006,49,Savin' Me,Nickelback,https://www.youtube.com/watch?v=_JQiEs32SqQ,Experimental,Rock,Rock
1700,2007,1,Irreplaceable,Beyoncé,https://www.youtube.com/watch?v=2EwViQxSJJQ,Experimental,Electronic,Electronic
1701,2007,2,Umbrella,"Rihanna,Jay-Z,",https://www.youtube.com/watch?v=CvBfHwUxHIk,Experimental,Electronic,Electronic
1703,2007,4,Big Girls Don't Cry,Fergie,https://www.youtube.com/watch?v=E6sqA9QtV5I,Experimental,Electronic,Electronic
1704,2007,5,Buy U a Drank (Shawty Snappin'),"T-Pain,Yung Joc,",https://www.youtube.com/watch?v=dBrRBZy8OTs,Experimental,Electronic,Electronic
1707,2007,8,I Wanna Love You,"Akon,Snoop Dogg,",https://www.youtube.com/watch?v=GJzF7H2e3Tw,Electronic,Experimental,Electronic
1710,2007,11,Don't Matter,Akon,https://www.youtube.com/watch?v=JWA5hJl4Dv0,Experimental,Electronic,Electronic
1713,2007,14,Party Like a Rockstar,Shop Boyz,https://www.youtube.com/watch?v=82vpIsQ3lX8,Experimental,Electronic,Electronic
1714,2007,15,Smack That,"Akon,Eminem,",https://www.youtube.com/watch?v=bKDdT_nyP54,Experimental,Electronic,Electronic
1715,2007,16,This Is Why I'm Hot,Mims,https://www.youtube.com/watch?v=TwyE3WJ4AWo,Electronic,Experimental,Electronic
1717,2007,18,The Way I Are,"Timbaland,Keri Hilson,",https://www.youtube.com/watch?v=U5rLz5AZBIA,Electronic,Experimental,Electronic
1718,2007,19,Fergalicious,"Fergie,will.i.am,",https://www.youtube.com/watch?v=5T0utQ-XWGY,Experimental,Electronic,Electronic
1719,2007,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,https://www.youtube.com/watch?v=8UFIYGkROII,Experimental,Electronic,Electronic
1720,2007,21,Give It to Me,"Timbaland,Nelly Furtado,Justin Timberlake,",https://www.youtube.com/watch?v=RgoiSJ23cSc,Experimental,Electronic,Electronic
1721,2007,22,What Goes Around... Comes Around,Justin Timberlake,https://www.youtube.com/watch?v=TOrnUquxtwA,Experimental,Electronic,Electronic
1722,2007,23,Cupid's Chokehold,"Gym Class Heroes,Patrick Stump,",https://www.youtube.com/watch?v=eiiU-Fky18s,Experimental,Electronic,Electronic
1725,2007,26,My Love,"Justin Timberlake,T.I.,",https://www.youtube.com/watch?v=3LmSjmcUNh8,Electronic,Experimental,Electronic
1726,2007,27,Stronger,Kanye West,https://www.youtube.com/watch?v=PsO6ZnUZI0g,Electronic,Experimental,Electronic
1729,2007,30,Walk It Out,Unk,https://www.youtube.com/watch?v=pxjZM-d_ShI,Electronic,Experimental,Electronic
1730,2007,31,Beautiful Girls,Sean Kingston,https://www.youtube.com/watch?v=MrTz5xjmso4,Experimental,Electronic,Electronic
1731,2007,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,https://www.youtube.com/watch?v=GNm5drtAQXs,Electronic,Pop,Electronic
1732,2007,33,Bartender,"T-Pain,Akon,",https://www.youtube.com/watch?v=Lt2wjJlP2N4,Electronic,Hip-Hop,Electronic
1733,2007,34,"Pop, Lock & Drop It",Huey,https://www.youtube.com/watch?v=WEYMaSoXQUM,Experimental,Electronic,Electronic
1734,2007,35,Runaway Love,"Ludacris,Mary J. Blige,",https://www.youtube.com/watch?v=ISvMS6s41vY,Experimental,Electronic,Electronic
1735,2007,36,Rockstar,Nickelback,https://www.youtube.com/watch?v=82vpIsQ3lX8,Experimental,Electronic,Electronic
1736,2007,37,Thnks fr th Mmrs,Fall Out Boy,https://www.youtube.com/watch?v=onzL0EM1pKY,Experimental,Electronic,Electronic
1739,2007,40,You,"Lloyd,Lil Wayne,",https://www.youtube.com/watch?v=nmjdaBaZe8Y,Experimental,Electronic,Electronic
1742,2007,43,Make It Rain,"Fat Joe,Lil Wayne,",https://www.youtube.com/watch?v=vL5suzVSSKs,Experimental,Electronic,Electronic
1743,2007,44,Make Me Better,"Fabolous,Ne-Yo,",https://www.youtube.com/watch?v=zyz1oAHY-_g,Experimental,Electronic,Electronic
1744,2007,45,Ice Box,"Omarion,Timbaland,",https://www.youtube.com/watch?v=jQybgJCswF0,Experimental,Electronic,Electronic
1747,2007,48,Lost Without U,Robin Thicke,https://www.youtube.com/watch?v=0DdCoNbbRvQ,Experimental,Electronic,Electronic
1749,2007,50,If Everyone Cared,Nickelback,https://www.youtube.com/watch?v=-IUSZyjiYuY,Experimental,Electronic,Electronic
1706,2007,7,Hey There Delilah,Plain White T's,https://www.youtube.com/watch?v=h_m-BjrxmgI,Folk,Experimental,Folk
